customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Target,Tenure_Group,Service_Count,Estimated_Billed_Value,Charge_per_Tenure_Month,Streaming_Adoption,Churn_Probability,Risk_Band,Expected_Revenue_at_Risk,Normalized_Value,Retention_Priority_Score,High_Value,High_Risk,Retention_Segment
9314-IJWSQ,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,1203.9,No,0,13-24,2,1187.2,85.99285714285715,1,0.7034057100274403,High,70.65489311218262,0.13695611402850713,0.09633571263082114,False,True,Automated Retention
6270-OMFIW,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,5610.25,Yes,1,49-72,4,5664.0,93.50416666666666,1,0.1455747148107716,Low,38.06540541648865,0.6617123030757689,0.09632857980703392,True,False,Loyal / High Value
6990-YNRIO,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),108.65,6937.95,Yes,1,49-72,6,7062.25,106.7376923076923,1,0.11638001148941099,Low,32.60319672971964,0.8256106995498874,0.09608458269939654,True,False,Loyal / High Value
2876-GZYZC,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,0,13-24,2,1117.3500000000001,93.51153846153846,1,0.7449352197706324,High,73.99086492061615,0.12876852025506377,0.09592420593574506,False,True,Automated Retention
8063-RJYNF,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1483.25,Yes,1,13-24,4,1508.0,92.703125,1,0.5491139957542889,Medium,73.47093176841736,0.17455926481620404,0.09585293539915685,True,True,Priority Retention
1302-UHBDD,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,No,0,13-24,3,1799.0,82.4225,1,0.4589566069403951,Medium,65.30418887734413,0.20866935483870966,0.09577017906921549,True,True,Priority Retention
2025-JKFWI,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.0,1301.7,Yes,1,13-24,4,1287.0,100.13076923076925,1,0.6442295118510849,High,79.23368328809738,0.14865435108777195,0.09576752003581511,False,True,Automated Retention
5389-FFVKB,Male,1,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.3,2483.05,Yes,1,25-48,2,2569.6,77.5953125,1,0.32028462794684054,Medium,49.50027065277099,0.29899662415603895,0.09576402252517825,True,True,Priority Retention
4472-VESGY,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.15,4993.4,No,0,49-72,5,5103.8,96.02692307692308,1,0.16060680699884541,Low,41.23120068758726,0.5960474493623406,0.09572927766189152,True,False,Loyal / High Value
0520-FDVVT,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.35,3626.1,Yes,1,25-48,5,3582.25,103.60285714285716,1,0.22895791329588655,Low,50.54531493782997,0.4176962209302325,0.09563485513576364,True,False,Loyal / High Value
4800-CZMPC,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.25,5037.55,Yes,1,25-48,5,4956.0,104.94895833333334,1,0.16515362144338055,Low,42.08681555092335,0.5787228057014253,0.09557816717346428,True,False,Loyal / High Value
3055-OYMSE,Female,1,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,No,0,49-72,2,3911.3999999999996,75.5443396226415,0,0.20938811670873791,Low,38.00505026578903,0.45627813203300815,0.09553921876177245,True,False,Loyal / High Value
1150-WFARN,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.75,7156.2,Yes,1,49-72,6,7286.25,106.8089552238806,1,0.11204170741220235,Low,29.020257778465748,0.8518672636909226,0.09544466271249177,True,False,Loyal / High Value
2604-IJPDU,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,0,13-24,5,1931.0,95.0825,1,0.42552868826791423,Medium,67.11875415742396,0.2241419729932483,0.09537883975359922,True,True,Priority Retention
4816-OKWNX,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.4,5236.4,No,0,49-72,6,5170.0,104.728,1,0.157909661466947,Low,40.695607006549835,0.60380720180045,0.09534699082761361,True,False,Loyal / High Value
8519-IMDHU,Male,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,1345.55,Yes,1,13-24,2,1284.0,89.70333333333333,1,0.6426340230835699,High,69.9866069316864,0.1483027006751688,0.09530436116904217,False,True,Automated Retention
8010-EZLOU,Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,Yes,1,13-24,2,1203.0,81.15,0,0.6859808646844898,High,66.69363247156143,0.13880813953488372,0.09521972758338484,False,True,Automated Retention
0581-MDMPW,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.95,2072.75,No,0,13-24,3,2134.8,86.36458333333333,1,0.3838362325957289,Medium,61.56657255291939,0.24803075768942234,0.09520319159937199,True,True,Priority Retention
7861-UVUFT,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,1308.4,Yes,1,13-24,3,1264.5,87.22666666666667,1,0.6519843737088242,High,68.23605469465255,0.1460169729932483,0.0952007846878613,False,True,Automated Retention
5914-DVBWJ,Female,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.45,1505.85,Yes,1,13-24,3,1538.1000000000001,83.65833333333333,0,0.5343652035064574,Medium,64.99752034246922,0.17808749062265566,0.09516375816852972,True,True,Priority Retention
9812-GHVRI,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.85,3532.25,No,0,25-48,2,3354.0,88.30625,1,0.2429854646550944,Low,45.876184836030006,0.39094148537134277,0.09499309847590852,True,False,Loyal / High Value
4329-YPDDQ,Male,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.2,2203.7,No,0,13-24,7,2164.0,110.185,1,0.3777384107543786,Medium,68.92500848770142,0.25145348837209297,0.09498364107631901,True,True,Priority Retention
8854-CCVSQ,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.65,1451.9,Yes,1,13-24,2,1451.7,80.66111111111111,0,0.5655075849373548,Medium,61.66812253892422,0.16795995873968492,0.09498263063305697,True,True,Priority Retention
1564-NTYXF,Female,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.0,1127.2,Yes,1,13-24,2,1066.0,86.70769230769231,1,0.7730482819320705,High,72.11691069602966,0.12274943735933982,0.09489124165876596,False,True,Automated Retention
6480-YAGIY,Male,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),112.2,5031.85,No,0,25-48,7,5049.0,111.81888888888888,1,0.16066233047625375,Low,45.27572177052498,0.589623968492123,0.09473036088260169,True,False,Loyal / High Value
6635-CPNUN,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.6,2684.35,No,0,25-48,4,2704.7999999999997,95.86964285714284,1,0.30076829091679624,Medium,58.62721141576767,0.3148443360840209,0.09469519286882437,True,True,Priority Retention
5889-LFOLL,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1115.2,Yes,1,13-24,2,1099.8,85.78461538461539,1,0.7467366036522265,High,72.9852356672287,0.1267113653413353,0.09462001459912518,False,True,Automated Retention
9705-IOVQQ,Male,1,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,99.0,5969.3,No,0,49-72,4,6039.0,97.85737704918031,1,0.1338654145526428,Low,33.73077526688576,0.7056686046511627,0.09446462029841289,True,False,Loyal / High Value
5989-PGKJB,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.25,1340.1,No,0,13-24,3,1380.0,83.75625,1,0.5909255531390301,Medium,68.087198138237,0.1595555138784696,0.09428543029501685,False,True,Automated Retention
1754-GKYPY,Male,1,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.75,1938.9,No,0,13-24,3,1974.5,88.13181818181819,1,0.4112809285582938,Medium,61.91210387647152,0.22924090397599398,0.09428241185078946,True,True,Priority Retention
3807-BPOMJ,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,94.75,5276.1,No,0,49-72,4,5211.25,95.92909090909092,1,0.15490467657707827,Low,39.36121402680874,0.6086423949737434,0.09428155334450605,True,False,Loyal / High Value
0094-OIFMO,Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3,Yes,1,7-12,4,1045.0,101.84545454545454,1,0.7835298315601937,High,82.9862305521965,0.12028788447111778,0.09424914585838697,False,True,Automated Retention
7315-WYOAW,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.75,1313.25,No,0,13-24,4,1309.75,101.01923076923076,1,0.6227638281886669,High,80.95166984200478,0.15132103338334582,0.09423726603527752,False,True,Automated Retention
7402-PWYJJ,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,91.15,4862.5,No,0,49-72,3,4830.950000000001,91.74528301886792,1,0.16657678831613687,Low,43.30768041163683,0.5640648443360841,0.09396011017154657,True,False,Loyal / High Value
7251-XFOIL,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,No,0,49-72,3,5441.2,90.17377049180328,1,0.14780405552023432,Low,36.436098635196686,0.6355963990997748,0.09394372546100413,True,False,Loyal / High Value
4816-LXZYW,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1676.95,Yes,1,13-24,2,1820.45,72.9108695652174,0,0.44417649420247257,Medium,56.38022470772267,0.2111836552888222,0.09380281563905249,True,True,Priority Retention
4583-PARNH,Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.55,1540.05,No,0,13-24,4,1464.8,96.253125,1,0.5531007635834247,Medium,71.02766491770744,0.16949549887471865,0.0937480898515604,True,True,Priority Retention
6583-SZVGP,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,No,0,25-48,5,5188.799999999999,105.571875,1,0.15462665273436357,Low,50.83715755939483,0.6060108777194297,0.09370543354236913,True,False,Loyal / High Value
0682-USIXD,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.05,1818.9,No,0,13-24,3,1807.05,86.61428571428571,1,0.4465008863719662,Medium,60.39738759994507,0.20961295011252812,0.09359236802028655,True,True,Priority Retention
3865-ZYKAD,Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,No,0,49-72,3,5858.1,83.85,0,0.13660956723773565,Low,34.20947991907597,0.6844640847711928,0.09350434241036545,True,False,Loyal / High Value
8329-UTMVM,Male,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,2964.0,No,0,25-48,5,2825.55,109.77777777777776,1,0.2841240720760413,Low,60.41792062520981,0.3289982651912978,0.09347632681210485,True,False,Loyal / High Value
1894-IGFSG,Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,Yes,1,13-24,3,1963.5,86.72045454545454,1,0.4098243089135597,Medium,61.2029966711998,0.22795151912978243,0.09342007379315917,True,True,Priority Retention
5089-IFSDP,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.45,6144.55,Yes,1,49-72,6,6348.1,105.94051724137933,1,0.12590203440684822,Low,36.95425627678633,0.7419003188297074,0.09340675946774948,True,False,Loyal / High Value
3196-NVXLZ,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.6,2088.05,No,0,25-48,2,2115.0,83.522,1,0.380080247038141,Medium,58.8852642416954,0.24570986496624153,0.09338946617607734,True,True,Priority Retention
0504-HHAPI,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2467.75,Yes,1,25-48,3,2384.1,91.39814814814817,1,0.3366195073374899,Medium,56.4494890153408,0.27725290697674415,0.09332873695439854,True,True,Priority Retention
5312-IRCFR,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.85,5980.75,No,0,49-72,4,5942.4,93.44921875,1,0.13439949698894899,Low,34.47947857528925,0.6943454613653413,0.09331968074406158,True,False,Loyal / High Value
2419-FSORS,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.4,7719.5,No,0,49-72,6,7804.8,107.21527777777776,1,0.10221964372913092,Low,33.79832237958908,0.9126500375093772,0.0932907616835865,True,False,Loyal / High Value
4647-MUZON,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,No,0,13-24,4,1727.1000000000001,96.97222222222224,1,0.46583154350632006,Medium,67.52420765161514,0.20024146661665418,0.09327879146800527,True,True,Priority Retention
3976-BWUCK,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.1,2804.45,Yes,1,25-48,4,2823.0,93.48166666666664,1,0.28373883174949455,Low,55.39768486022949,0.3286993623405851,0.09326477306732142,True,False,Loyal / High Value
5348-CAGXB,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,1021.75,No,0,7-12,3,1074.6,85.14583333333333,1,0.7534658342773994,High,77.48811670839787,0.12375750187546886,0.09324704939868697,False,True,Automated Retention
3786-WOVKF,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.85,7677.4,No,0,49-72,5,7693.2,106.63055555555556,1,0.1036405863578819,Low,30.499387967586514,0.89956864216054,0.093231821542682,True,False,Loyal / High Value
1450-GALXR,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,Yes,1,7-12,4,985.0,105.825,1,0.8231177777458102,Critical,89.14963638782501,0.11325487621905476,0.09322210203230516,False,True,Automated Retention
6328-ZPBGN,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,Yes,1,7-12,3,1046.65,90.69545454545454,1,0.7737399112541408,High,83.28246312737465,0.12048129219804952,0.09322118433310304,False,True,Automated Retention
8402-EIVQS,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.9,6733.15,No,0,49-72,5,6760.3,100.494776119403,1,0.11792402508599664,Low,33.72270699739456,0.7902170855213803,0.0931855794164064,True,False,Loyal / High Value
4455-BFSPD,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.15,6383.9,No,0,49-72,4,6170.150000000001,104.65409836065574,1,0.1291546703522966,Low,36.14569543749094,0.7210415885221305,0.09312588867587206,True,False,Loyal / High Value
5298-GSTLM,Female,1,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),101.4,6176.6,No,0,49-72,4,6084.0,102.94333333333334,1,0.13078365738496142,Low,37.188232612609866,0.7109433608402099,0.09297977292423901,True,False,Loyal / High Value
7921-LMDFQ,Male,1,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0,4905.75,No,0,49-72,4,4794.0,96.19117647058825,1,0.16607097547366398,Low,42.565060675144196,0.5597336834208552,0.09295551881116844,True,False,Loyal / High Value
0112-QAWRZ,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2,No,0,13-24,3,1452.8,90.1375,1,0.5526816509524348,Medium,70.0764508485794,0.16808889722430606,0.09289964922470362,True,True,Priority Retention
6821-BUXUX,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.65,1244.5,Yes,1,13-24,4,1256.45,95.73076923076924,1,0.6400747214405847,High,77.454192969203,0.14507337771942985,0.09285780183220879,False,True,Automated Retention
0141-YEAYS,Female,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.45,2401.05,No,0,25-48,3,2334.15,88.92777777777779,0,0.3416997385352823,Medium,55.92621042728424,0.2713979276069017,0.09273660090229578,True,True,Priority Retention
9779-DPNEJ,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,No,0,13-24,2,1763.3000000000002,81.39318181818182,1,0.45348995515670626,Medium,56.30596624016762,0.2044847149287322,0.09273176420326262,True,True,Priority Retention
0848-ZGQIJ,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,No,0,13-24,4,1514.4,91.321875,1,0.5286929515651299,Medium,72.65071101486683,0.17530945236309078,0.09268487180710899,True,True,Priority Retention
1855-AGAWH,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,No,0,25-48,4,2907.7999999999997,94.83225806451614,1,0.2736784561099887,Low,52.97515606880188,0.33863934733683415,0.09267829375723899,True,False,Loyal / High Value
9112-WSNPU,Female,1,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.55,2419.0,No,0,25-48,1,2469.25,69.11428571428571,0,0.3226205859156053,Medium,44.311658680438995,0.28723391785446356,0.09266757487304186,True,True,Priority Retention
5482-VXSXJ,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3,No,0,13-24,4,2050.4,98.05909090909093,1,0.38867902267010973,Medium,61.94665982723236,0.2381376594148537,0.09255911272231279,True,True,Priority Retention
2359-QWQUL,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.7,4134.85,Yes,1,25-48,6,4083.3,106.02179487179488,1,0.19388621973461082,Low,49.5571476995945,0.47642770067516876,0.09237276586076117,True,False,Loyal / High Value
4685-ERGHK,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,86.9,4939.25,No,0,49-72,2,4953.3,86.65350877192982,1,0.15961369504171702,Low,37.80727292001248,0.5784063203300824,0.09232157002336747,True,False,Loyal / High Value
7519-JTWQH,Female,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.5,7455.45,No,0,49-72,6,7624.5,108.05,1,0.10352775704826775,Low,29.37480889260769,0.8915158477119279,0.09229663608660095,True,False,Loyal / High Value
0691-JVSYA,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,1,49-72,4,5027.049999999999,94.3433962264151,1,0.15695263554951017,Low,40.332446104288096,0.5870510596399098,0.09213921101261652,True,False,Loyal / High Value
3338-CVVEH,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,No,0,7-12,3,1134.6,97.79583333333332,1,0.7038431740982336,High,79.33625157475471,0.13079051012753187,0.0920560077900892,False,True,Automated Retention
0921-OHLVP,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.05,1799.3,No,0,13-24,2,1827.1,81.78636363636363,1,0.43416766806659235,Medium,58.77360009253025,0.21196314703675917,0.09202754526500596,True,True,Priority Retention
8905-IAZPF,Female,0,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.65,6744.2,No,0,49-72,4,6599.85,97.74202898550725,1,0.11920124917940216,Low,32.33792391270399,0.7714096492873218,0.09195299382409328,True,False,Loyal / High Value
9079-LWTFD,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,100.75,4669.2,No,0,25-48,5,4735.25,99.34468085106384,1,0.16622753111428898,Low,44.70195686072111,0.5528471961740434,0.09189842450346823,True,False,Loyal / High Value
1644-IRKSF,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,Yes,1,25-48,4,3095.4,94.6818181818182,1,0.254307786806348,Low,48.873017370700836,0.3606292198049512,0.09171081874629715,True,False,Loyal / High Value
0036-IHMOT,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.7,5656.75,No,0,49-72,6,5703.5,102.85,1,0.13745752869530356,Low,36.0534489274025,0.6663423668417103,0.09159377501104089,True,False,Loyal / High Value
9526-JAWYF,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,Yes,1,25-48,4,2334.7999999999997,89.81923076923077,1,0.33738044842899817,Medium,55.693155181407924,0.2714741185296323,0.09159005984639436,True,True,Priority Retention
5708-EVONK,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,Yes,1,49-72,4,5417.200000000001,93.71724137931037,1,0.144706994096433,Low,36.96419552564621,0.6327831957989497,0.09156815417880063,True,False,Loyal / High Value
6986-IJDHX,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266.0,Yes,1,25-48,3,3365.7,83.74358974358974,1,0.23324264916158116,Low,46.342992019653316,0.39231292198049506,0.09150410522305137,True,False,Loyal / High Value
3445-HXXGF,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,1,49-72,3,2627.3999999999996,45.710344827586205,1,0.2991843633086121,Low,27.488208299875257,0.30577175543885965,0.09148212796873187,True,True,Priority Retention
3858-VOBET,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45,Yes,1,13-24,1,1723.8500000000001,74.36739130434783,0,0.4574482534087788,Medium,54.131032571196556,0.19986051200300076,0.09142584214115697,True,True,Priority Retention
6692-UDPJC,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.65,1301.0,Yes,1,13-24,3,1283.1000000000001,92.92857142857144,1,0.6157941360547623,High,73.32445324659348,0.14819720555138785,0.09125897015824691,False,True,Automated Retention
1465-VINDH,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,1068.85,Yes,1,7-12,5,1021.0,106.885,1,0.7767714836641012,High,88.85646104216575,0.11747468117029257,0.09125098238561541,False,True,Automated Retention
1950-KSVVJ,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3,5032.25,No,0,25-48,7,5098.5,111.82777777777778,1,0.1531791746804492,Low,46.38166210055351,0.595426200300075,0.09120689394508132,True,False,Loyal / High Value
1818-ESQMW,Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.2,2383.6,No,0,25-48,4,2408.4,88.28148148148148,1,0.32543572124951503,Medium,55.00086150169373,0.28010127531882967,0.09115496055629231,True,True,Priority Retention
0898-XCGTF,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.5,5673.7,No,0,49-72,3,5886.5,93.01147540983608,1,0.13223343500096796,Low,37.974823564291,0.6877930420105025,0.0909492365148138,True,False,Loyal / High Value
8267-ZNYVZ,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.75,3361.05,Yes,1,25-48,6,3423.75,101.85,1,0.22774716476901213,Low,53.74724380671978,0.39911735746436605,0.09089784657260969,True,False,Loyal / High Value
6728-DKUCO,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,No,0,49-72,5,7498.8,101.43125,1,0.10366049137896764,Low,30.325967077910903,0.8767816954238559,0.09088762137972124,True,False,Loyal / High Value
7879-CGSFV,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.9,5552.05,No,0,49-72,5,5549.5,100.94636363636364,1,0.14009736640812603,Low,38.373179665207864,0.6482909789947486,0.09082385882331004,True,False,Loyal / High Value
